order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_zip_code_prefix,seller_city,seller_state,payment_type,payment_value,payment_installments,review_score,category,delivery_days,is_late,delay_days,total_order_value,order_year,order_month,order_date,order_dayofweek,is_weekend,approval_hours,is_cancelled,is_anomaly,anomaly_score,is_price_spike,is_freight_spike,is_severe_delay,is_fast_delivery,is_payment_mismatch
15e8f1d0967f04f82bb45fad40cc1e9b,7ab2b5c19e7ff01f62bbf41381ce8bf8,delivered,2018-03-10 08:45:33,2018-03-12 17:35:50,2018-03-14 23:57:35,2018-03-29 19:39:02,2018-04-12,1.0,f819f0c84a64f02d3a5606ca95edd272,7d13fca15225358621be4086e1eb0964,2018-03-16 17:31:41,540.0,40.47,a1d3e97003159cb3be579dbed6eac601,53150,olinda,pe,relogios_presentes,59.0,452.0,1.0,710.0,19.0,13.0,14.0,14050.0,ribeirao preto,sp,credit card,580.47,8.0,5.0,watches gifts,19.0,0,-14.0,580.47,2018,3,2018-03-10,5,1,56.83805555555556,0,1,-0.6221765212684822,1,0,0,0,0
ca7a8803c5feb9da44e133b9f9626dc3,2236cfc9eb37bfbaf04e45dff2f8b4aa,delivered,2017-05-29 12:01:24,2017-05-29 12:15:21,2017-05-29 13:10:53,2017-06-09 08:17:50,2017-06-22,1.0,de2ac390da8e5e9cc2c6bc88d5c5357f,7e93a43ef30c4f03f38b393420bc753a,2017-06-07 12:15:21,590.82,15.64,e7925fdb77dd57b021869b8a94bccee4,15600,fernandopolis,sp,relogios_presentes,41.0,438.0,1.0,400.0,20.0,14.0,16.0,6429.0,barueri,sp,credit card,606.46,10.0,5.0,watches gifts,10.0,0,-13.0,606.46,2017,5,2017-05-29,0,0,0.2325,0,1,-0.6179721877697899,1,0,0,0,0
46e9d7656b730f837d195fbd5c2e8124,01681beb55e1150f18db54277a5508e3,delivered,2017-09-20 22:44:24,2017-09-20 23:04:40,2017-09-22 15:41:44,2017-10-10 23:43:27,2017-10-17,1.0,777a181e167987349d104ece27e7e112,4a3ca9315b744ce9f8e9374361493884,2017-09-26 23:04:40,286.4,79.02,ebf82681b73717d19634513f5475db9b,28630,nova friburgo,rj,cama_mesa_banho,54.0,334.0,1.0,17000.0,63.0,30.0,43.0,14940.0,ibitinga,sp,credit card,365.42,6.0,4.0,bed bath table,20.0,0,-7.0,365.42,2017,9,2017-09-20,2,0,0.3377777777777778,0,1,-0.6380234313000742,0,1,0,0,0
ac21bec6ae437954a28c4db16dd5737f,d24a42b429025967e6db9734a049d995,delivered,2018-08-09 08:11:21,2018-08-09 08:50:52,2018-08-09 14:53:00,2018-08-14 22:28:54,2018-08-16,1.0,774bf54401ea79ee6962d25b605716dc,06e5eefc71ec47ae763c5c6f8db7064f,2018-08-13 08:50:22,499.99,18.6,bf99b40f4ff449da94ac2760849fe1ce,1501,sao paulo,sp,informatica_acessorios,50.0,3014.0,6.0,350.0,16.0,16.0,16.0,91350.0,porto alegre,rs,credit card,518.59,10.0,5.0,computers accessories,5.0,0,-2.0,518.59,2018,8,2018-08-09,3,0,0.6586111111111111,0,1,-0.5950454275800906,0,0,0,0,0
279976cba5252901895ff5af44890cca,fd1e9f0b9121a3c03c0d46907debc26a,delivered,2017-01-30 17:33:05,2017-02-01 04:35:05,2017-02-01 15:26:04,2017-02-17 11:47:39,2017-03-10,1.0,c8c073a1cae6a98799d7581958ede514,820c7c9eaf76d2b226b6c242bcf3f34d,2017-02-04 17:33:05,559.0,18.0,c851f70413e20381390ddb28a135f676,88200,tijucas,sc,eletrodomesticos_2,43.0,1009.0,2.0,6025.0,32.0,35.0,35.0,4756.0,sao paulo,sp,boleto,577.0,1.0,4.0,home appliances 2,17.0,0,-21.0,577.0,2017,1,2017-01-30,0,0,35.03333333333333,0,1,-0.6024449361985016,1,0,0,0,0
a9a3a08d9eaa247fdf8b512c41c32b7a,2316d5b658d4d37ff1b93eb9a9374158,delivered,2018-04-27 04:17:50,2018-04-27 05:00:24,2018-04-27 14:25:00,2018-04-30 21:05:28,2018-05-25,1.0,0547b998c6f8893fab4ba02d5636c10f,522620dcb18a6b31cd7bdf73665113a9,2018-05-08 04:31:08,599.0,22.07,3433f3006cded712356665ccd4218017,5831,sao paulo,sp,relogios_presentes,42.0,262.0,1.0,500.0,16.0,16.0,16.0,85801.0,cascavel,pr,credit card,621.07,7.0,5.0,watches gifts,3.0,0,-25.0,621.07,2018,4,2018-04-27,4,0,0.7094444444444444,0,1,-0.6290670224551571,1,0,0,0,0
0d85f60a7eb6eff92a2c8363050cc7b2,abb2c6c3156823bffa1f8100bc9d5b34,delivered,2017-12-05 15:01:00,2017-12-05 15:31:00,2018-01-15 23:22:27,2018-01-23 10:48:59,2018-01-18,1.0,6cb9998e3edb71cca1e7bcb4c59c3c79,8444e55c1f13cd5c179851e5ca5ebd00,2017-12-20 15:17:31,889.0,19.31,1b9c0988bccb820c5ae423e3205c00a2,38184,araxa,mg,relogios_presentes,41.0,1065.0,2.0,800.0,18.0,18.0,18.0,37584.0,congonhal,mg,boleto,918.31,1.0,1.0,watches gifts,45.0,1,5.0,918.31,2017,12,2017-12-05,1,0,0.5,0,1,-0.7137321076714092,1,0,0,0,0
0a9c633395c19d5fa38b9e5313db37a6,13e0a2bb02a7e89185cb36c53db4473a,delivered,2018-03-01 21:21:22,2018-03-01 21:30:48,2018-03-02 19:52:12,2018-03-21 01:51:55,2018-03-22,1.0,25c38557cf793876c5abdd5931f922db,5dceca129747e92ff8ef7a997dc4f8ca,2018-03-07 21:30:48,889.0,26.48,a1b01fabc8021bbbcaf914595e62cc10,88058,florianopolis,sc,bebes,58.0,1447.0,5.0,15800.0,38.0,62.0,57.0,13450.0,santa barbara d´oeste,sp,credit card,1025.48,10.0,5.0,baby,19.0,0,-1.0,1025.48,2018,3,2018-03-01,3,0,0.1572222222222222,0,1,-0.6930134420484905,1,0,0,0,0
8f9a2b39ed1912e66c289e8e1265b0db,8880908f690e294c94cb70c761f854cd,delivered,2018-03-26 09:33:35,2018-03-27 04:08:34,2018-03-29 16:25:34,2018-04-14 16:59:39,2018-04-30,1.0,9e261f5543c32312afa68843fabcc119,a5cba26a62b8b4d0145b68b841e62e7f,2018-04-09 04:08:34,530.0,43.78,5904e9893ce1f14814fe520245224682,35901,itabira,mg,pet_shop,33.0,964.0,1.0,4600.0,46.0,27.0,28.0,87303.0,campo mourao,pr,boleto,573.78,1.0,5.0,pet shop,19.0,0,-16.0,573.78,2018,3,2018-03-26,0,0,18.58305555555556,0,1,-0.6175855045065731,1,0,0,0,0
67228d3b35b57e5bf9c1437f95652f2c,89ed25d65f84b1f97909a80ac1676090,delivered,2018-04-11 10:45:19,2018-04-11 11:10:23,2018-04-12 19:32:17,2018-06-12 14:49:39,2018-05-18,1.0,98a8c2fa16d7239c606640f5555768e4,001cca7ae9ae17fb1caed9dfb1094831,2018-04-17 11:10:23,169.0,84.38759999999995,c2d5c990ca51674ef2ef7639de5a1f85,68380,sao felix do xingu,pa,ferramentas_jardim,39.0,500.0,1.0,8325.0,43.0,14.0,33.0,29156.0,cariacica,es,credit card,283.62,8.0,1.0,garden tools,45.0,1,25.0,283.62,2018,4,2018-04-11,2,0,0.4177777777777778,0,1,-0.6820703507596982,0,1,1,0,0
5bd06bab48e0423fc35d1c236d48a6bb,42c0b09d094220a110c0e0e941f76f06,delivered,2017-05-11 19:17:49,2017-05-13 02:55:06,2017-05-30 09:57:28,2017-06-07 05:27:28,2017-06-22,1.0,1d16c0509e7011656e03c6a582ff6667,17f51e7198701186712e53a39c564617,2017-05-29 02:55:06,760.0,84.38759999999995,527f7f3237fb1397c459701bc765b6f0,55500,escada,pe,beleza_saude,57.0,430.0,1.0,30000.0,55.0,75.0,61.0,3908.0,sao paulo,sp,boleto,2017.08,1.0,5.0,health beauty,26.0,0,-15.0,1008.54,2017,5,2017-05-11,3,0,31.621388888888887,0,1,-0.7553610422035949,1,1,0,0,1
5bd06bab48e0423fc35d1c236d48a6bb,42c0b09d094220a110c0e0e941f76f06,delivered,2017-05-11 19:17:49,2017-05-13 02:55:06,2017-05-30 09:57:28,2017-06-07 05:27:28,2017-06-22,2.0,1d16c0509e7011656e03c6a582ff6667,17f51e7198701186712e53a39c564617,2017-05-29 02:55:06,760.0,84.38759999999995,527f7f3237fb1397c459701bc765b6f0,55500,escada,pe,beleza_saude,57.0,430.0,1.0,30000.0,55.0,75.0,61.0,3908.0,sao paulo,sp,boleto,2017.08,1.0,5.0,health beauty,26.0,0,-15.0,1008.54,2017,5,2017-05-11,3,0,31.621388888888887,0,1,-0.7553610422035949,1,1,0,0,1
a2a3515a501b9b77129df7bff1813e76,6545721ab602f8dd2ed740b17f7ea8a0,delivered,2018-01-24 19:40:07,2018-01-24 19:57:27,2018-01-30 17:57:00,2018-02-25 20:14:41,2018-02-20,1.0,21a3fd0dcc50f6c1dbd01c2faf1db393,ad97a199236354e53fcd91a5a913e9a2,2018-01-30 19:57:27,460.0,47.68,b554e16287c8668cabc1d155184976b4,93220,sapucaia do sul,rs,cool_stuff,49.0,1621.0,7.0,6317.0,37.0,39.0,43.0,88350.0,brusque,sc,credit card,507.68,5.0,1.0,cool stuff,32.0,1,5.0,507.68,2018,1,2018-01-24,2,0,0.2888888888888888,0,1,-0.6244042962468616,0,0,0,0,0
a59f95cd4c82c338e8ec01fd9af753f1,881a405c751425d875c534cc9b9633c9,delivered,2018-05-24 15:29:22,2018-05-25 15:37:52,2018-05-28 12:19:00,2018-06-08 18:26:36,2018-07-04,1.0,d266bd54e60e0bc9c54c61541078cadc,72c5da29406b4234927b81855e7b64f6,2018-05-31 15:30:44,889.0,49.17,7e6b73ca13a846a38c86885e98a63ada,45930,mucuri,ba,construcao_ferramentas_construcao,58.0,782.0,4.0,4800.0,38.0,12.0,26.0,7077.0,guarulhos,sp,credit card,1349.16,10.0,5.0,construction tools construction,15.0,0,-26.0,1349.16,2018,5,2018-05-24,3,0,24.141666666666666,0,1,-0.7152980583612772,1,0,0,0,0
260e68c397224107df7f6156ee6397b9,9db997475d52a7d1db44e91c13201361,delivered,2018-02-05 18:20:17,2018-02-05 18:35:23,2018-02-07 22:12:14,2018-03-02 00:51:33,2018-03-16,1.0,eafe7084b1d20c58faacfe86983c73ad,066a6914e1ebf3ea95a216c73a986b91,2018-02-09 18:31:20,315.5,70.36,dd7b661999d6d8a5b007d8d90532f403,39230,buenopolis,mg,esporte_lazer,58.0,1039.0,1.0,18000.0,97.0,14.0,28.0,85863.0,foz do iguacu,pr,credit card,385.86,5.0,4.0,sports leisure,24.0,0,-14.0,385.86,2018,2,2018-02-05,0,0,0.2516666666666666,0,1,-0.6209566780688202,0,1,0,0,0
28cdccd6158be1d2d9a246963df39be3,95507e03074813ed6495792938c27b0c,delivered,2018-04-16 15:00:38,2018-04-16 15:15:34,2018-04-17 21:56:54,2018-04-26 21:03:36,2018-05-15,1.0,25292482a61cb3298df8dbe15ea69daf,edb1ef5e36e0c8cd84eb3c9b003e486d,2018-04-20 15:15:34,889.0,25.93,b9467743ef3bdb1e53f18199f809ed1c,85070,guarapuava,pr,beleza_saude,53.0,1865.0,1.0,500.0,24.0,6.0,12.0,25957.0,teresopolis,rj,credit card,1175.58,5.0,5.0,health beauty,10.0,0,-19.0,1175.5800000000002,2018,4,2018-04-16,0,0,0.2488888888888888,0,1,-0.6780273471454353,1,0,0,0,0
77e1cc2ffec141e9953220a084af5951,873d4758d873a2b0ac64c037870a27c5,delivered,2018-02-05 21:26:21,2018-02-05 21:50:25,2018-02-06 22:52:14,2018-02-22 20:19:44,2018-03-01,1.0,756d52539899974a9b2ae56aff0b6a2e,bc302730ea8cf49b5c74f579febb5bbf,2018-02-09 21:50:25,499.99,39.01,08e4025ecd49f87c1d400d46a897313e,11730,mongagua,sp,construcao_ferramentas_jardim,56.0,1829.0,1.0,15100.0,59.0,32.0,22.0,13015.0,campinas,sp,credit card,539.0,10.0,3.0,costruction tools garden,16.0,0,-7.0,539.0,2018,2,2018-02-05,0,0,0.4011111111111111,0,1,-0.6120805981497126,0,0,0,0,0
5b7f5b227fe180d431061fa7fa791d28,45d8641400d049a751a1d954a4cff0a2,delivered,2018-03-26 15:02:49,2018-03-26 15:15:19,2018-03-29 21:21:29,2018-04-16 21:38:49,2018-04-23,1.0,9e070ed5cbb78c56d84cd29220d36490,91f5779a8731baca4809fdeade81803f,2018-04-05 15:15:19,836.99,31.94,df7d44aad1186078052f3423b758bfaf,13790,sao sebastiao da grama,sp,esporte_lazer,32.0,536.0,1.0,1846.0,49.0,37.0,28.0,27321.0,barra mansa,rj,credit card,868.93,8.0,5.0,sports leisure,21.0,0,-7.0,868.9300000000001,2018,3,2018-03-26,0,0,0.2083333333333333,0,1,-0.6929646972221529,1,0,0,0,0
198cbd4bd806061597b3f8fbdf126ad6,5c9d09439a7815d2c59d2242d90b296c,delivered,2018-07-28 09:39:51,2018-07-28 09:50:14,2018-07-30 11:27:00,2018-08-07 16:51:49,2018-08-27,1.0,bb50f2e236e5eea0100680137654686c,f7ba60f8c3f99e7ee4042fdef03b70c4,2018-07-31 09:50:14,330.0,21.22,910f0afb84bc778e856d3683c7e8a46a,60310,fortaleza,ce,beleza_saude,60.0,2644.0,6.0,400.0,34.0,4.0,22.0,9628.0,sao bernardo do campo,sp,credit card,1756.1,10.0,4.0,health beauty,10.0,0,-20.0,351.22,2018,7,2018-07-28,5,1,0.1730555555555555,0,1,-0.6302543747300428,0,0,0,0,1
198cbd4bd806061597b3f8fbdf126ad6,5c9d09439a7815d2c59d2242d90b296c,delivered,2018-07-28 09:39:51,2018-07-28 09:50:14,2018-07-30 11:27:00,2018-08-07 16:51:49,2018-08-27,2.0,bb50f2e236e5eea0100680137654686c,f7ba60f8c3f99e7ee4042fdef03b70c4,2018-07-31 09:50:14,330.0,21.22,910f0afb84bc778e856d3683c7e8a46a,60310,fortaleza,ce,beleza_saude,60.0,2644.0,6.0,400.0,34.0,4.0,22.0,9628.0,sao bernardo do campo,sp,credit card,1756.1,10.0,4.0,health beauty,10.0,0,-20.0,351.22,2018,7,2018-07-28,5,1,0.1730555555555555,0,1,-0.6302543747300428,0,0,0,0,1
198cbd4bd806061597b3f8fbdf126ad6,5c9d09439a7815d2c59d2242d90b296c,delivered,2018-07-28 09:39:51,2018-07-28 09:50:14,2018-07-30 11:27:00,2018-08-07 16:51:49,2018-08-27,3.0,bb50f2e236e5eea0100680137654686c,f7ba60f8c3f99e7ee4042fdef03b70c4,2018-07-31 09:50:14,330.0,21.22,910f0afb84bc778e856d3683c7e8a46a,60310,fortaleza,ce,beleza_saude,60.0,2644.0,6.0,400.0,34.0,4.0,22.0,9628.0,sao bernardo do campo,sp,credit card,1756.1,10.0,4.0,health beauty,10.0,0,-20.0,351.22,2018,7,2018-07-28,5,1,0.1730555555555555,0,1,-0.6302543747300428,0,0,0,0,1
198cbd4bd806061597b3f8fbdf126ad6,5c9d09439a7815d2c59d2242d90b296c,delivered,2018-07-28 09:39:51,2018-07-28 09:50:14,2018-07-30 11:27:00,2018-08-07 16:51:49,2018-08-27,4.0,bb50f2e236e5eea0100680137654686c,f7ba60f8c3f99e7ee4042fdef03b70c4,2018-07-31 09:50:14,330.0,21.22,910f0afb84bc778e856d3683c7e8a46a,60310,fortaleza,ce,beleza_saude,60.0,2644.0,6.0,400.0,34.0,4.0,22.0,9628.0,sao bernardo do campo,sp,credit card,1756.1,10.0,4.0,health beauty,10.0,0,-20.0,351.22,2018,7,2018-07-28,5,1,0.1730555555555555,0,1,-0.6302543747300428,0,0,0,0,1
198cbd4bd806061597b3f8fbdf126ad6,5c9d09439a7815d2c59d2242d90b296c,delivered,2018-07-28 09:39:51,2018-07-28 09:50:14,2018-07-30 11:27:00,2018-08-07 16:51:49,2018-08-27,5.0,bb50f2e236e5eea0100680137654686c,f7ba60f8c3f99e7ee4042fdef03b70c4,2018-07-31 09:50:14,330.0,21.22,910f0afb84bc778e856d3683c7e8a46a,60310,fortaleza,ce,beleza_saude,60.0,2644.0,6.0,400.0,34.0,4.0,22.0,9628.0,sao bernardo do campo,sp,credit card,1756.1,10.0,4.0,health beauty,10.0,0,-20.0,351.22,2018,7,2018-07-28,5,1,0.1730555555555555,0,1,-0.6302543747300428,0,0,0,0,1
fb9489db9eb0031c0f793fb3af5887c2,105517ff3d84727c408c34e9b07afb93,delivered,2017-05-25 07:49:44,2017-05-25 08:02:46,2017-05-29 08:32:42,2017-06-09 15:22:56,2017-06-29,1.0,0de11423be68ad641c9be1135450074c,0307f7565ff85b299b6e5ef162b1b1a9,2017-05-31 08:02:46,599.0,51.63,2eeddaa3eafc35b2c434c351bb615846,64980,corrente,pi,cool_stuff,63.0,877.0,6.0,7000.0,22.0,52.0,27.0,15085.0,sao jose do rio preto,sp,credit card,650.63,6.0,3.0,cool stuff,15.0,0,-20.0,650.63,2017,5,2017-05-25,3,0,0.2172222222222222,0,1,-0.6359816177165741,1,0,0,0,0
d7223bda384121339a1417576984d28e,a1716f0881bb11bd5a3106a1033023f7,delivered,2017-05-09 16:27:41,2017-05-10 16:32:08,2017-05-12 13:37:04,2017-05-23 16:29:47,2017-06-05,1.0,dceb3f67aef3484498a7caa4ba50f484,2fdde51ad3e12f297da656d4fbd5d0b5,2017-05-23 16:30:11,449.0,43.53,5f1602fa1663ef4b6726cac5ad465de7,87240,terra boa,pr,ferramentas_jardim,49.0,551.0,3.0,8800.0,100.0,7.0,35.0,89228.0,joinville,sc,credit card,492.53,10.0,5.0,garden tools,14.0,0,-13.0,492.53,2017,5,2017-05-09,1,0,24.074166666666667,0,1,-0.5978803373408766,0,0,0,0,0
925ee6cfbb7a083de5384773197aa9f6,b7021bcc80efc910e6a0748389a5eeb9,delivered,2018-04-08 19:22:37,2018-04-10 17:32:42,2018-04-11 19:36:46,2018-05-02 18:32:03,2018-05-07,1.0,25c38557cf793876c5abdd5931f922db,5dceca129747e92ff8ef7a997dc4f8ca,2018-04-16 17:09:33,889.0,31.4,b7dfe0920bbd2c5fc78ce89e7363d48c,41701,salvador,ba,bebes,58.0,1447.0,5.0,15800.0,38.0,62.0,57.0,13450.0,santa barbara d´oeste,sp,credit card,1138.39,6.0,1.0,baby,23.0,0,-5.0,1138.39,2018,4,2018-04-08,6,1,46.168055555555554,0,1,-0.7060744456387671,1,0,0,0,0
6fa0a93cdb26addb94babd05cb172c69,a2a078fa1733f929581628ac2d2c4bf2,delivered,2017-11-27 20:26:26,2017-11-27 20:39:36,2017-11-29 21:23:04,2017-12-16 16:51:24,2017-12-19,1.0,fca62108387e25005784da2f551466a1,31344c16881c08a8a72c6d2eb29918c1,2017-12-01 20:39:36,249.9,70.63,c0739208435ce7d8c104608cf07cc715,19907,ourinhos,sp,moveis_decoracao,42.0,87.0,3.0,14600.0,84.0,8.0,84.0,36500.0,uba,mg,credit card,320.53,10.0,3.0,furniture decor,18.0,0,-3.0,320.53,2017,11,2017-11-27,0,0,0.2194444444444444,0,1,-0.6301936873131173,0,1,0,0,0
0a77b770428bccbea7f9dbf8aec5d6ae,1abf283d0aba52db4f323567c763714b,delivered,2017-02-17 13:53:06,2017-02-17 14:05:20,2017-02-21 13:08:06,2017-03-11 07:09:08,2017-04-24,2.0,05805f52cdeb93d7684f871e599f0078,6dc9bec584588412a6a338830946a3e4,2017-03-08 12:53:06,280.0,84.38759999999995,3ad4f7f719b511802d7a94093d055e72,76980,vilhena,ro,moveis_decoracao,25.0,128.0,1.0,4000.0,70.0,12.0,52.0,3270.0,sao paulo,sp,credit card,653.64,7.0,2.0,furniture decor,21.0,0,-44.0,364.96,2017,2,2017-02-17,4,0,0.2038888888888889,0,1,-0.6700456313929312,0,1,0,0,1
6c690f3acecd6d2c000b1a67a1a699c3,6daa3acba8bd2c5608f4a8bf485416f8,delivered,2017-11-24 09:43:53,2017-11-24 13:13:20,2017-11-30 17:33:41,2017-12-26 22:52:47,2017-12-21,1.0,938052cbcbf90d7db22c1ec6321b050d,1d0997ff06b524ce9289ffd75114ecd3,2017-11-30 13:13:20,549.0,61.63,4e28016fafca508e9c6d9eed1a23260e,89665,capinzal,sc,automotivo,60.0,1732.0,2.0,3000.0,30.0,15.0,15.0,52020.0,recife,pe,credit card,610.63,4.0,1.0,auto,32.0,1,5.0,610.63,2017,11,2017-11-24,4,0,3.490833333333333,0,1,-0.6648031253214665,1,1,0,0,0
f296152f7123f2d4455e82df8835f5a2,194e5864217a3571944250937dec0a41,delivered,2018-08-21 09:39:27,2018-08-22 20:30:17,2018-08-23 14:37:00,2018-08-28 21:04:27,2018-09-05,1.0,6e263657e75994ff623356f9cff692db,7681ef142fd2c19048da7430856b5588,2018-08-28 20:30:17,730.0,53.48,3835ffb159db5caefaee811db9477b6c,29168,serra,es,pcs,59.0,3913.0,2.0,12900.0,52.0,27.0,52.0,7074.0,guarulhos,sp,credit card,783.48,5.0,5.0,computers,7.0,0,-8.0,783.48,2018,8,2018-08-21,1,0,34.84722222222222,0,1,-0.6676154331487649,1,0,0,0,0
1af34c470eee707920eb7508e1e8efdf,b9fc3d447729dee0ddba58c9aad62fc6,delivered,2017-09-30 15:08:10,2017-09-30 15:24:37,2017-10-02 19:59:52,2017-10-09 21:41:06,2017-11-01,1.0,e9c49fc758728b084498862fcabf3c5e,76d64c4aca3a7baf218bf93ef7fa768d,2017-10-06 15:24:37,329.9,71.19,3d470cf44ec101a9ae26d7388f167091,15400,olimpia,sp,brinquedos,60.0,920.0,3.0,19600.0,45.0,50.0,45.0,80215.0,curitiba,pr,credit card,401.09,10.0,5.0,toys,9.0,0,-23.0,401.09,2017,9,2017-09-30,5,1,0.2741666666666666,0,1,-0.6403107882652327,0,1,0,0,0
07c03f32b0199526169eecbbe8c029d8,19302a30c6a6f3b071b5ba9ee49c9f1d,delivered,2017-07-20 16:33:41,2017-07-20 16:45:13,2017-07-27 19:17:25,2017-08-01 20:33:28,2017-08-11,1.0,cdc7d7f4e3185c90a960708d56cc9599,d91fb3b7d041e83b64a00a3edfb37e4f,2017-07-26 16:45:13,782.25,20.23,0f4800f4a01c54821e6ecc08a7e19433,81630,curitiba,pr,eletrodomesticos,59.0,144.0,1.0,1400.0,27.0,13.0,17.0,11704.0,praia grande,sp,credit card,802.48,8.0,5.0,home appliances,12.0,0,-10.0,802.48,2017,7,2017-07-20,3,0,0.1922222222222222,0,1,-0.6586027289060682,1,0,0,0,0
65c5c8d2e87139529c41cf8307ba1f65,7b4af48119080837db56a8c7d53ecc08,delivered,2017-04-26 16:23:04,2017-04-26 16:35:14,2017-05-03 15:18:40,2017-05-09 19:52:03,2017-05-15,1.0,821719b9a2288a792ba3ca0c9962f467,1c5e4e49b9079480255b49d50aac1aa9,2017-05-03 16:35:14,889.0,66.68,6e47014313b6b80ef3dd44568083862e,6472,barueri,sp,cama_mesa_banho,58.0,3863.0,5.0,27050.0,90.0,20.0,90.0,11030.0,santos,sp,credit card,1806.68,8.0,5.0,bed bath table,13.0,0,-6.0,1806.68,2017,4,2017-04-26,2,0,0.2027777777777777,0,1,-0.7346765999677778,1,1,0,0,1
8dcc55ec15c19cb7dc05d6eb1daf8802,0ac3c36bd11a0622bf9656990f1bbf24,delivered,2018-04-11 00:49:23,2018-04-11 01:09:59,2018-04-11 23:52:24,2018-04-26 13:22:30,2018-05-14,1.0,4c048153f092e7d523dae06bc7f6becd,522620dcb18a6b31cd7bdf73665113a9,2018-04-20 01:09:59,599.0,64.25,fa50269029bacc8c6b9af831e34d720c,64023,teresina,pi,relogios_presentes,43.0,380.0,3.0,445.0,18.0,23.0,18.0,85801.0,cascavel,pr,credit card,663.25,10.0,5.0,watches gifts,15.0,0,-18.0,663.25,2018,4,2018-04-11,2,0,0.3433333333333333,0,1,-0.6753880632130765,1,1,0,0,0
f63bea61c8cd128d3e53d7c07d94a7ee,059095dc0717592b41cc47df0c7f1c6e,delivered,2017-11-24 15:07:55,2017-11-26 16:15:24,2017-12-01 15:51:52,2017-12-13 22:03:53,2018-01-10,1.0,6c69e1be6be2ab7ad5a9e4fe8a763b7f,7178f9f4dd81dcef02f62acdf8151e01,2017-12-06 16:15:24,339.0,56.04,b64fccde06958d9759d6a6861e9ab23c,66095,belem,pa,perfumaria,34.0,315.0,1.0,500.0,16.0,16.0,20.0,89560.0,videira,sc,credit card,395.04,10.0,5.0,perfumery,19.0,0,-28.0,395.04,2017,11,2017-11-24,4,0,49.12472222222223,0,1,-0.6134693363997292,0,0,0,0,0
3ea85b54f4c54ccc998b38bebf6c2c15,0096dd625383caa8afe2c028018bf4ce,delivered,2018-04-11 13:27:29,2018-04-11 13:50:26,2018-04-17 13:08:57,2018-04-30 15:51:46,2018-05-25,1.0,13db47eae724e2848e12b71a617a3a41,7d13fca15225358621be4086e1eb0964,2018-04-17 13:50:26,499.99,21.38,8d78819a02ccaa0243dbdb0888c7ba8b,23013,rio de janeiro,rj,audio,34.0,468.0,1.0,425.0,17.0,11.0,14.0,14050.0,ribeirao preto,sp,credit card,521.37,10.0,3.0,audio,19.0,0,-25.0,521.37,2018,4,2018-04-11,2,0,0.3825,0,1,-0.6037760047988817,0,0,0,0,0
b92443e927b172234edc7c7ff4e74976,727b5677002235ff1e2c78de75b88c22,delivered,2018-07-15 20:33:06,2018-07-16 20:30:41,2018-07-17 15:47:00,2018-07-27 16:43:38,2018-08-03,1.0,ecf9484703bdfb9cfcc1ac9c2084b567,59b22a78efb79a4797979612b885db36,2018-07-18 20:30:41,265.0,84.38759999999995,78c2739a3c78d45573cc83e01e45d3be,29124,vila velha,es,utilidades_domesticas,57.0,270.0,5.0,11400.0,45.0,19.0,45.0,38414.0,uberlandia,mg,credit card,349.93,10.0,5.0,housewares,11.0,0,-7.0,349.93,2018,7,2018-07-15,6,1,23.959722222222226,0,1,-0.6631062571945172,0,1,0,0,0
e1cbc1e8c3204aaecc891d1392f7b4d7,3b4d546d0e5f84a84c5cd3034c557b72,delivered,2018-01-04 09:22:57,2018-01-04 09:33:23,2018-02-06 19:27:54,2018-02-15 20:25:12,2018-03-14,1.0,246bb3747799aedac65feef38ac9e734,66e0557ecc2b4dbea057e93f215f68d8,2018-02-14 09:33:23,399.0,17.54,3deda78acb25da21d9e439aa39ec6ee4,37660,paraisopolis,mg,consoles_games,54.0,1336.0,2.0,600.0,18.0,12.0,18.0,4771.0,sao paulo,sp,credit card,416.54,5.0,5.0,consoles games,42.0,0,-27.0,416.54,2018,1,2018-01-04,3,0,0.1738888888888889,0,1,-0.6049975391274547,0,0,0,0,0
73e85a295c3028a2283eb8182a8ac56b,6d75b739e1547399c38335db5a099405,delivered,2018-07-30 15:43:54,2018-08-02 13:42:54,2018-07-31 12:57:00,2018-08-27 21:54:40,2018-08-22,1.0,450c25d98ed6923154a934554475bf13,dbdd0ec73a4817971d962698f2fea022,2018-08-02 18:30:46,399.0,84.38759999999995,4d96714bb58abb631a3752375807bbc1,6458,barueri,sp,beleza_saude,60.0,1946.0,4.0,19150.0,87.0,76.0,16.0,60710.0,fortaleza,ce,credit card,543.29,1.0,1.0,health beauty,28.0,1,5.0,543.29,2018,7,2018-07-30,0,0,69.98333333333333,0,1,-0.6716795170245532,0,1,0,0,0
