order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_zip_code_prefix,seller_city,seller_state,payment_type,payment_value,payment_installments,review_score,category,delivery_days,is_late,delay_days,total_order_value,order_year,order_month,order_date,order_dayofweek,is_weekend,approval_hours,is_cancelled
bb66054173f41d6e29497808a82a614a,1930ebf86fd1bdd9ee6f1dcc6b81773a,delivered,2017-04-30 22:28:03,2017-05-03 11:11:30,2017-05-04 16:34:55,2017-05-08 13:47:57,2017-05-23,1.0,466d263ce8b7bd275003ee2104428127,ef506c96320abeedfb894c34db06f478,2017-05-09 11:11:30,25.99,8.72,6771013326c01004a0dfee208f0915e2,1528,sao paulo,sp,telefonia,59.0,266.0,2.0,150.0,18.0,4.0,16.0,3569.0,sao paulo,sp,boleto,34.71,1.0,5.0,telephony,7.0,0,-15.0,34.71,2017,4,2017-04-30,6,1,60.72416666666667,0
d4de2f5093e11fecfa11da7ea4a09a21,bfa37f3d076b32972189c3dc3dde75b7,delivered,2017-08-26 18:56:54,2017-08-29 04:45:03,2017-08-29 13:47:21,2017-09-04 15:17:06,2017-09-19,1.0,6b0510f16f7767cece59352e08e5432b,fa1a9dec3a9940c072684a46728bf1fc,2017-09-04 04:45:03,92.9,23.69,4b3c510f9ea64334c6b7ead20dd23248,85812,cascavel,pr,pet_shop,55.0,1143.0,2.0,1200.0,50.0,20.0,40.0,88820.0,icara,sc,boleto,251.54,1.0,2.0,pet shop,8.0,0,-15.0,116.59,2017,8,2017-08-26,5,1,57.8025,0
a4f692247016a0f0394abc54b63f865d,1fef503d511721f73b5fde31d963fb3f,delivered,2017-05-21 23:59:45,2017-05-22 01:45:09,2017-06-01 12:43:59,2017-06-12 14:36:44,2017-06-22,1.0,bb7181410b4e02f93f3697f765db53c7,855668e0971d4dfd7bef1b6a4133b41b,2017-06-05 01:45:09,120.0,46.31,b029f13f9e92a709a47aa13a8207b274,32676,betim,mg,bebes,36.0,1058.0,1.0,14950.0,77.0,20.0,53.0,13257.0,itatiba,sp,credit card,166.31,5.0,5.0,baby,21.0,0,-10.0,166.31,2017,5,2017-05-21,6,1,1.7566666666666666,0
370098d35ccd8a2af86b57c81ac7d24f,ed401ce445967c386a2373dcb0d4e72a,delivered,2018-08-19 22:59:47,2018-08-20 13:49:40,2018-08-20 15:06:00,2018-08-23 18:29:19,2018-09-11,1.0,2527d5ced6628c0e47d84293794bc208,55dedd83e501d8248880557d9073cbfd,2018-08-22 13:49:40,89.9,15.84,e8a425f2b5d885c380a80386d64277b8,13091,campinas,sp,beleza_saude,46.0,2169.0,4.0,200.0,16.0,6.0,11.0,22061.0,rio de janeiro,rj,credit card,241.57,2.0,5.0,health beauty,3.0,0,-19.0,105.74,2018,8,2018-08-19,6,1,14.831388888888888,0
18eff6d147d508df0b175851df5ab20f,63414adf3534c19442e12f9cfba27a70,delivered,2018-07-18 13:52:51,2018-07-18 14:05:16,2018-07-23 13:13:00,2018-08-01 21:04:31,2018-08-09,1.0,5a5f484358ce8b21be8d8fb4f18eeb58,1e9d5a33694bddb76316fd1f54734d20,2018-07-24 14:05:16,159.0,59.62,5bc5e32ddd0995c3aeafb569fb023505,75389,trindade,go,moveis_quarto,57.0,800.0,6.0,7975.0,92.0,34.0,36.0,78820.0,jaciara,mt,credit card,218.62,10.0,5.0,furniture bedroom,14.0,0,-8.0,218.62,2018,7,2018-07-18,2,0,0.2069444444444444,0
d1537836c453f9672f80c422d1af8cab,d1e0cbdd01f00d151ff8e890d9a8f612,delivered,2018-02-26 17:45:47,2018-02-27 04:30:58,2018-03-12 22:38:35,2018-03-20 16:03:22,2018-03-27,1.0,36f60d45225e60c7da4558b070ce4b60,88460e8ebdecbfecb5f9601833981930,2018-03-05 03:55:45,67.9,4.48,a4669a28dd126c93ca64ddf49a15e496,14620,orlandia,sp,informatica_acessorios,33.0,300.0,1.0,207.0,19.0,11.0,14.0,87030.0,maringa,pr,boleto,446.4,1.0,1.0,computers accessories,21.0,0,-7.0,70.59,2018,2,2018-02-26,0,0,10.753055555555555,0
adfc15ddc7db115f9785cf9893d93031,665912947056efcc3f35f77e7f67cf9f,delivered,2018-06-12 18:16:03,2018-06-12 18:46:40,2018-06-13 15:26:00,2018-06-14 12:14:37,2018-06-25,1.0,7f4e034245e45549110139d1de248f83,4b9750c8ad28220fe6702d4ecb7c898f,2018-06-15 18:31:38,48.9,9.65,18d9ea1c1cf16ea275973030b3e39101,13330,indaiatuba,sp,bebes,55.0,1629.0,1.0,600.0,20.0,13.0,13.0,13484.0,limeira,sp,credit card,58.55,1.0,5.0,baby,1.0,0,-11.0,58.55,2018,6,2018-06-12,1,0,0.5102777777777778,0
874b5f0892d39a5537e47c53d0ad4457,3bac688ff89c697ddfc8fccb1206efee,delivered,2017-12-01 12:45:19,2017-12-01 12:54:48,2018-01-16 17:45:55,2018-01-17 19:45:35,2018-01-24,1.0,39377e2d331b8af5a19bc565215e3a8c,8444e55c1f13cd5c179851e5ca5ebd00,2017-12-29 12:54:48,623.0,20.84,a2b3ce5552d104942d42485e8cf59397,37550,pouso alegre,mg,bebidas,57.0,313.0,1.0,2500.0,28.0,15.0,15.0,37584.0,congonhal,mg,credit card,643.84,10.0,1.0,drinks,45.0,0,-7.0,643.84,2017,12,2017-12-01,4,0,0.1580555555555555,0
3d177fa8a164dd0cb060f3051dc4ae8f,03a62f764ee7e4701929561d653e4029,delivered,2018-05-09 19:30:35,2018-05-09 19:52:30,2018-05-17 09:58:00,2018-05-18 21:18:24,2018-06-01,2.0,c114238800e5e8d0b33db49075fcd144,7c67e1448b00f6e969d365cea6b010ab,2018-05-25 19:52:30,44.99,20.57,99f1bb5c77e0fd15dba3b99bf70042b2,5782,sao paulo,sp,moveis_decoracao,26.0,670.0,1.0,6933.0,36.0,40.0,36.0,8577.0,itaquaquecetuba,sp,voucher,196.68,1.0,4.0,furniture decor,9.0,0,-14.0,65.56,2018,5,2018-05-09,2,0,0.3652777777777777,0
73d0ad16085b5c415b4bb7ec496ac0c3,db7456b6b398f8dd62fd7bb6c28d59b3,delivered,2018-03-17 16:29:08,2018-03-17 16:49:33,2018-03-19 22:48:43,2018-03-21 00:14:49,2018-03-29,1.0,7af3e2da474486a3519b0cba9dea8ad9,226b05fe067266c59c15dae208213d06,2018-03-22 16:49:33,78.9,7.74,4d35d296ef6046c915c8169429b14a32,83010,sao jose dos pinhais,pr,uncategorized,,,,200.0,22.0,14.0,14.0,81520.0,curitiba,pr,credit card,86.64,1.0,5.0,uncategorized,3.0,0,-8.0,86.64,2018,3,2018-03-17,5,1,0.3402777777777778,0
d688d29e40c2038d1ed9dff624fc9490,a4f89f092addda8288f8fb9fe2b5ae05,delivered,2017-11-24 10:32:47,2017-11-25 04:37:30,2017-12-06 03:36:57,2017-12-08 14:13:41,2017-12-19,1.0,f1b8b583029e70fcff9db190d83b3460,891071be6ba827b591264c90c2ae8a63,2017-11-30 04:37:30,119.99,16.6,146faa2ec54cf0c8eced962abf75b5d7,89070,blumenau,sc,fashion_bolsas_e_acessorios,29.0,178.0,7.0,700.0,17.0,4.0,13.0,3872.0,sao paulo,sp,boleto,136.59,1.0,5.0,fashion bags accessories,14.0,0,-11.0,136.59,2017,11,2017-11-24,4,0,18.078611111111112,0
db681ddec887abf991bac122d6c6d4e9,2b8bf31fbedc0d88ccb1f48c3fe903bb,delivered,2017-10-24 12:11:43,2017-10-25 02:26:41,2017-10-27 16:35:01,2017-11-04 14:31:44,2017-11-14,1.0,c551ffaf36e5c1d8444b44bb7c78123b,7e79d65b5c6f1f544b7daea036acf720,2017-10-31 02:26:41,99.0,16.94,8f6628a87734b0a0492ae8259fc96fc2,73370,brasilia,df,brinquedos,58.0,1299.0,2.0,1110.0,54.0,10.0,31.0,9572.0,sao caetano do sul,sp,boleto,115.94,1.0,4.0,toys,11.0,0,-10.0,115.94,2017,10,2017-10-24,1,0,14.249444444444444,0
6f429f70c82d9e5e7542ab3ddd773771,7f32fbd449189b491a58a78eb5357b9f,delivered,2017-11-24 13:30:59,2017-11-24 15:53:15,2017-11-27 17:54:10,2017-12-11 22:14:53,2017-12-20,1.0,9bb8ca338e5588c361e34eae02e8fad6,620c87c171fb2a6dd6e8bb4dec959fc6,2017-11-30 15:53:15,59.9,19.66,507dc9becd4fc65635d90682dfa9d3a3,98780,santa rosa,rs,beleza_saude,37.0,314.0,1.0,431.0,19.0,17.0,15.0,25645.0,petropolis,rj,credit card,79.56,7.0,5.0,health beauty,17.0,0,-9.0,79.56,2017,11,2017-11-24,4,0,2.371111111111111,0
3cb5915708fd5b47246994508f858ffd,679f84ceb2ee4ca5bca0c3ea34647746,delivered,2017-11-16 14:36:08,2017-11-18 02:29:03,2017-11-21 10:15:36,2017-12-06 18:42:29,2017-12-11,5.0,53759a2ecddad2bb87a079a1f1519f73,1f50f920176fa81dab994f9023523100,2017-11-23 02:29:03,59.9,17.67,2aa8fc021c68c7c1e1698d29faf24820,88137,palhoca,sc,ferramentas_jardim,58.0,340.0,2.0,1500.0,30.0,22.0,30.0,15025.0,sao jose do rio preto,sp,boleto,620.56,1.0,5.0,garden tools,20.0,0,-5.0,77.57,2017,11,2017-11-16,3,0,35.88194444444444,0
0f5cbec89ff4ccb991c248075eb3131b,d08751add5d557541cd1cd0ab8c3f579,delivered,2017-09-22 01:26:18,2017-09-22 14:29:27,2017-09-25 14:33:35,2017-10-02 20:34:04,2017-10-18,1.0,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,2017-09-28 14:29:25,89.9,21.12,b6d7303c1d4eb23acf99832ced9e156f,26040,nova iguacu,rj,cama_mesa_banho,54.0,245.0,1.0,1383.0,50.0,10.0,40.0,14940.0,ibitinga,sp,credit card,111.02,10.0,5.0,bed bath table,10.0,0,-16.0,111.02,2017,9,2017-09-22,4,0,13.0525,0
cf4e2fbc22f6efdf6c5988003626bf48,71a6ab0f5f611b05e407f11a655e8c38,delivered,2017-09-22 15:23:01,2017-09-26 04:04:34,2017-09-26 21:18:55,2017-09-30 15:24:52,2017-10-09,1.0,9b37a918bcf2c8e1064e867cf1df4637,f27e33c6d29b5138fa9967bcd445b6d5,2017-10-02 04:04:34,34.9,9.34,d76f067dc045a619248ea70437aa072d,4042,sao paulo,sp,eletronicos,57.0,1710.0,6.0,1207.0,20.0,10.0,20.0,4273.0,sao paulo,sp,boleto,44.24,1.0,2.0,electronics,8.0,0,-9.0,44.24,2017,9,2017-09-22,4,0,84.6925,0
365929ae2a3877d3590589ad75b39d20,fae73a7c700511a73d47915d118e5ba6,delivered,2018-05-08 20:00:17,2018-05-08 20:54:48,2018-05-10 18:29:00,2018-05-16 13:09:45,2018-05-25,1.0,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,2018-05-14 20:54:48,99.9,4.48,6dec1694a1f6ff043db793858fdfb792,13041,campinas,sp,relogios_presentes,33.0,523.0,3.0,584.0,16.0,11.0,13.0,14050.0,ribeirao preto,sp,credit card,99.9,1.0,5.0,watches gifts,7.0,0,-9.0,99.9,2018,5,2018-05-08,1,0,0.9086111111111111,0
3f60c18dceaa348eb8891eea71a53dc1,7b0e5d9d1949bce0504d928d8897dead,delivered,2018-08-01 20:48:00,2018-08-01 21:04:08,2018-08-02 15:16:00,2018-08-09 17:21:03,2018-08-22,1.0,ceb43e52119b25c8f2b6049a5534c339,6b243f80ed07b10f0e8aa0f21a205f3c,2018-08-05 21:04:08,64.9,23.6,ab5cc494deb02196afe86cac127ae4e9,36016,juiz de fora,mg,esporte_lazer,55.0,1392.0,1.0,750.0,16.0,16.0,16.0,81825.0,curitiba,pr,credit card,88.5,1.0,5.0,sports leisure,7.0,0,-13.0,88.5,2018,8,2018-08-01,2,0,0.2688888888888889,0
0c7df2bc14e31b205f7f8f91f8311ba6,86588ef341dcd262707edd4dc5f043a2,delivered,2017-05-29 10:28:42,2017-05-29 10:35:26,2017-05-30 10:35:27,2017-06-07 12:55:34,2017-06-29,1.0,6169cdc0468023121be6baa425e3bc6f,7a67c85e85bb2ce8582c35f2203ad736,2017-06-02 10:35:26,119.99,20.08,11992a16f977690eb132cd13e9899225,47640,santa maria da vitoria,ba,cool_stuff,33.0,659.0,1.0,1250.0,40.0,40.0,30.0,3426.0,sao paulo,sp,credit card,140.07,2.0,2.0,cool stuff,9.0,0,-22.0,140.07,2017,5,2017-05-29,0,0,0.1122222222222222,0
ec3883b4ed5e5fc1913ad14630cfd4e9,8dfa98c80b5f5c083b784cf0e18b8b0b,delivered,2017-09-11 17:16:35,2017-09-11 17:50:20,2017-09-14 20:09:44,2017-09-18 18:52:32,2017-09-28,1.0,3410cbd7df2130ec3cb9300ef0fe3df1,165fc07beebdcb6190fba8a06db2a449,2017-09-15 17:50:20,59.0,16.17,ebeecfc2296bbc5e1d40766fa975b6e3,91751,porto alegre,rs,informatica_acessorios,34.0,324.0,1.0,675.0,21.0,13.0,16.0,87015.0,maringa,pr,credit card,150.34,2.0,5.0,computers accessories,7.0,0,-10.0,75.17,2017,9,2017-09-11,0,0,0.5625,0
798b9fc552a89606eb4d38b1f8a4760e,3c2317ef8102b203b9857304ca808858,delivered,2017-06-06 11:40:14,2017-06-06 11:50:23,2017-06-09 11:56:02,2017-06-26 13:29:54,2017-07-13,1.0,f35927953ed82e19d06ad3aac2f06353,669ae81880e08f269a64487cfb287169,2017-06-12 11:50:23,115.0,54.48,f85afbaa789589a925e9d3d2f8298f0c,63260,brejo santo,ce,livros_interesse_geral,39.0,724.0,1.0,450.0,20.0,20.0,20.0,89160.0,rio do sul,sc,credit card,169.48,5.0,5.0,books general interest,20.0,0,-17.0,169.48,2017,6,2017-06-06,1,0,0.1691666666666666,0
3304b73bf1a8b2f1e44d5cd320476582,8bd28e79cfa24f0e69f918f7f31bbfb4,delivered,2018-07-24 18:48:09,2018-07-24 19:04:26,2018-07-25 15:43:00,2018-07-28 16:48:21,2018-08-10,1.0,8f71fe1e1b5bbb6773e7276b5c37ef65,95ec4458365c4d11f452ccf538377619,2018-07-30 19:04:26,74.5,21.16,92f51b68833e730ed3563bad29ef1a7f,19063,presidente prudente,sp,papelaria,57.0,921.0,5.0,6250.0,25.0,50.0,25.0,13481.0,limeira,sp,credit card,95.66,1.0,5.0,stationery,3.0,0,-13.0,95.66,2018,7,2018-07-24,1,0,0.2713888888888889,0
3b12b05b1ef9fd1f18face4e10c50c2e,4d7fc7b184089eadde3dd0133adcda45,delivered,2017-09-08 00:59:39,2017-09-08 02:34:04,2017-09-08 20:13:42,2017-09-18 13:59:53,2017-10-02,5.0,c7dc39bcc7f9bf8a9b253b8727a0cde5,7299e27ed73d2ad986de7f7c77d919fa,2017-09-14 01:10:19,40.0,15.1,02c661a1832c392b81d7ba1ebddf8796,26556,mesquita,rj,consoles_games,40.0,658.0,4.0,150.0,26.0,5.0,24.0,38440.0,araguari,mg,credit card,275.5,1.0,5.0,consoles games,10.0,0,-14.0,55.1,2017,9,2017-09-08,4,0,1.573611111111111,0
cd9b65ef397b95d0e1fa108caad89718,8826954c712aaf1b27d2212dfc9da1be,delivered,2018-02-14 11:08:25,2018-02-14 11:27:49,2018-02-19 18:22:40,2018-03-21 21:21:42,2018-03-08,1.0,1e792313d6d23699b3ed772e7042b089,b2ba3715d723d245138f291a6fe42594,2018-02-20 10:27:49,229.9,17.86,adeb4b78ac95d851c7d5bc788ab7f515,72620,brasilia,df,papelaria,57.0,192.0,1.0,1575.0,31.0,31.0,34.0,3470.0,sao paulo,sp,credit card,247.76,2.0,1.0,stationery,35.0,1,13.0,247.76,2018,2,2018-02-14,2,0,0.3233333333333333,0
5ce6115708c300fbcc79f7886d0163ec,4e32ac19f4d82eb93a61b07b37c24eac,delivered,2018-08-10 15:55:40,2018-08-10 16:05:17,2018-08-13 14:43:00,2018-08-17 16:04:40,2018-08-28,1.0,020a80cb704bf65f38761fcedf2af192,ef2fbc2b607d8492bcffe657a4645434,2018-08-15 16:05:17,49.9,16.54,340dadff945403735c1e1194312527b8,3659,sao paulo,sp,automotivo,35.0,1512.0,3.0,800.0,26.0,9.0,24.0,20051.0,rio de janeiro,rj,credit card,132.88,1.0,4.0,auto,7.0,0,-11.0,66.44,2018,8,2018-08-10,4,0,0.1602777777777777,0
745d2763c76bb75f1267554899ed96da,1fa0b2faf3792a27a0ae71480c5c1e72,delivered,2017-05-08 19:30:56,2017-05-08 19:42:34,2017-05-10 16:04:06,2017-05-13 10:42:05,2017-06-09,1.0,6171e0ffb665e527d521c2435e065644,44073f8b7e41514de3b7815dd0237f4f,2017-05-23 19:42:34,93.5,15.4,0ff1d5d2f59249ae8edbb7ae812c418a,35300,caratinga,mg,cool_stuff,46.0,851.0,3.0,400.0,16.0,19.0,15.0,71070.0,brasilia,df,credit card,108.9,4.0,3.0,cool stuff,4.0,0,-27.0,108.9,2017,5,2017-05-08,0,0,0.1938888888888889,0
0e917a8ba3f90f05c907ca832b61ea16,0c2e7db0f28a375d8906d916eddbbaae,delivered,2017-10-10 23:01:51,2017-10-11 21:26:04,2017-10-16 10:35:51,2017-10-24 17:54:01,2017-11-03,1.0,d1c427060a0f73f6b889a5c7c61f2ac4,a1043bafd471dff536d0c462352beb48,2017-10-17 22:26:04,149.99,45.13,d14fd66d1813e705f9034059ac7af499,41830,salvador,ba,informatica_acessorios,59.0,1893.0,1.0,6550.0,20.0,20.0,20.0,37175.0,ilicinea,mg,credit card,195.12,8.0,4.0,computers accessories,13.0,0,-10.0,195.12,2017,10,2017-10-10,1,0,22.40361111111111,0
d8d126f05b944cb1a5d78542e4a34f9a,962711498269fa29f1513109270d80d4,delivered,2017-12-19 19:01:13,2017-12-19 19:15:37,2017-12-20 20:49:16,2017-12-28 16:15:07,2018-01-12,1.0,46b0edb9f3206f9c093f3ab71e77710e,b76a1f8356322f12529c37b67d5c96c2,2017-12-26 19:15:37,114.9,13.14,0c7ae3398b8cadb2684daab25a95d87c,13610,leme,sp,moveis_decoracao,31.0,449.0,4.0,4350.0,27.0,17.0,46.0,11015.0,santos,sp,credit card,128.04,9.0,5.0,furniture decor,8.0,0,-15.0,128.04000000000002,2017,12,2017-12-19,1,0,0.24,0
3df55fc07ff463109ce0422439693aee,795053583923996fa8e06ebf88981274,delivered,2017-09-03 22:36:56,2017-09-04 02:31:39,2017-09-04 21:50:02,2017-09-06 17:19:05,2017-09-27,2.0,b3e40ff639c185b9d726b4b19c17e6cd,7a67c85e85bb2ce8582c35f2203ad736,2017-09-11 02:31:39,229.99,13.59,c8198557f56764b4436d30b9059b3586,76550,porangatu,go,cool_stuff,55.0,934.0,1.0,2150.0,42.0,25.0,15.0,3426.0,sao paulo,sp,credit card,316.6,10.0,4.0,cool stuff,2.0,0,-21.0,243.58,2017,9,2017-09-03,6,1,3.911944444444445,0
144486c68a71eb11c9bd9fae9ca29da6,fe06b5a58266aa47e02e7f596d7c7ece,delivered,2017-12-21 09:13:23,2017-12-21 09:29:52,2017-12-22 20:47:13,2018-01-04 21:52:25,2018-01-23,1.0,9aa9caee155847cddb376a05b9a39791,ea8482cd71df3c1969d7b9473ff13abc,2017-12-28 09:29:52,29.99,15.1,2a11202a2ab27ed5d17ab1145c3695a2,89665,capinzal,sc,telefonia,60.0,777.0,6.0,300.0,17.0,4.0,12.0,4160.0,sao paulo,sp,credit card,45.09,1.0,5.0,telephony,14.0,0,-19.0,45.09,2017,12,2017-12-21,3,0,0.2747222222222222,0
649fa665ec97c1e0c786685fc3db9ba0,4a4f1dbbfa271ffdb1582b3c504b6385,delivered,2017-05-09 14:33:43,2017-05-11 04:22:40,2017-05-15 07:29:57,2017-05-22 08:46:38,2017-06-09,2.0,d5991653e037ccb7af6ed7d94246b249,25c5c91f63607446a97b143d2d535d31,2017-05-26 04:22:40,188.9,20.56,c169c9937db997a267f749cdd64c161f,80210,curitiba,pr,informatica_acessorios,42.0,363.0,1.0,922.0,30.0,15.0,17.0,35680.0,itauna,mg,boleto,837.84,1.0,5.0,computers accessories,12.0,0,-18.0,209.46,2017,5,2017-05-09,1,0,37.81583333333333,0
2a0194c5b0441f67e5ef85e76f2c5e77,3f3aa5d41a7d97c1460eda563da6f277,delivered,2018-05-06 20:35:25,2018-05-07 10:11:31,2018-05-10 14:11:00,2018-05-17 17:46:48,2018-05-28,1.0,f45cf520fba787f057d57c5c8138668f,688756f717c462a206ad854c5027a64a,2018-05-11 10:11:31,63.99,18.03,ac2fb40514d05e00d7faf9f28b86a06d,92200,canoas,rs,utilidades_domesticas,59.0,1582.0,4.0,6100.0,31.0,29.0,41.0,7094.0,guarulhos,sp,credit card,82.02,3.0,4.0,housewares,10.0,0,-11.0,82.02000000000001,2018,5,2018-05-06,6,1,13.601666666666668,0
77bebd4675a69e173b4fc0b4cbc38ae4,212bf860ff1728f44420899993139ef9,delivered,2018-02-14 13:18:52,2018-02-14 13:30:20,2018-02-15 20:16:37,2018-02-16 20:43:17,2018-02-22,3.0,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,2018-02-21 12:30:20,69.9,13.08,95fff4a89f72c360c56ffb33713bebb9,13426,piracicaba,sp,moveis_decoracao,44.0,903.0,6.0,2600.0,50.0,10.0,30.0,4782.0,sao paulo,sp,credit card,248.94,2.0,1.0,furniture decor,2.0,0,-6.0,82.98,2018,2,2018-02-14,2,0,0.1911111111111111,0
a6c198c8e63125ae81a291223605c872,90f05850ce2b05640d1db0836b95aa59,delivered,2018-06-23 23:46:45,2018-06-24 00:19:00,2018-06-26 13:53:00,2018-07-04 16:22:00,2018-07-30,1.0,e53e557d5a159f5aa2c5e995dfdf244b,88460e8ebdecbfecb5f9601833981930,2018-07-04 00:19:00,78.9,13.89,29439d07bd0e5426abb4071d27af5cf9,11350,sao vicente,sp,informatica_acessorios,33.0,256.0,1.0,180.0,17.0,10.0,13.0,87030.0,maringa,pr,credit card,92.79,1.0,3.0,computers accessories,10.0,0,-26.0,92.79,2018,6,2018-06-23,5,1,0.5375,0
45946efb64c679365ecd3938a0771220,a283b1e74d1373d37133117c9f940225,delivered,2018-02-28 14:55:03,2018-02-28 15:12:06,2018-03-05 20:17:11,2018-03-28 23:15:35,2018-03-21,1.0,677c80cd5ba8c0099fac5606e53648ae,4a3ca9315b744ce9f8e9374361493884,2018-03-06 15:12:06,259.9,26.66,d03aa4f46e2fd6c722f8bf3973a5ff19,30120,belo horizonte,mg,cama_mesa_banho,58.0,293.0,1.0,3900.0,50.0,10.0,30.0,14940.0,ibitinga,sp,credit card,286.56,8.0,1.0,bed bath table,28.0,1,7.0,286.56,2018,2,2018-02-28,2,0,0.2841666666666667,0
85a5c526407a1b180dd5bccc622be107,0172748409ef8a6fcba0660cda36f38c,delivered,2018-01-06 12:01:41,2018-01-06 12:08:29,2018-01-09 15:04:13,2018-01-19 18:19:04,2018-02-15,1.0,055b53c58f373d53438cefb346ffcbbf,02ecc2a19303f05e59ce133fd923fff7,2018-01-22 12:08:29,298.0,21.58,f561632522774ab728bb93f8f3ab5e61,88058,florianopolis,sc,ferramentas_jardim,41.0,313.0,1.0,6050.0,75.0,25.0,25.0,9121.0,santo andre,sp,credit card,319.58,10.0,5.0,garden tools,13.0,0,-27.0,319.58,2018,1,2018-01-06,5,1,0.1133333333333333,0
bae6774d132c3ca4920c1998172a1ff7,fc2c86cf520547aef5ac0c410a6ef7a1,delivered,2018-04-24 14:56:25,2018-04-25 04:11:13,2018-04-25 14:12:00,2018-04-30 14:57:43,2018-05-15,1.0,b69eb25e3a4def8e9cddee18712e0c5e,8ed8ea9a57c862f2c18c2fe41f601d56,2018-05-02 04:11:13,199.0,42.15,dcb20e695256765e8a81915ddd01af2f,12505,guaratingueta,sp,cool_stuff,59.0,993.0,5.0,7750.0,34.0,33.0,33.0,89030.0,blumenau,sc,boleto,241.15,1.0,5.0,cool stuff,6.0,0,-15.0,241.15,2018,4,2018-04-24,1,0,13.246666666666666,0
a1118187790ace007bd83fc3ac113a3d,38ae69e357c299dba49b0f13f2333f84,delivered,2017-12-02 16:26:26,2017-12-02 16:37:17,2017-12-05 03:10:52,2017-12-06 17:41:39,2017-12-20,1.0,42a2c92a0979a949ca4ea89ec5c7b934,813348c996469b40f2e028d5429d3495,2017-12-07 16:37:17,58.9,14.13,af643c89c99d58e5c15990f62a320f02,13040,campinas,sp,utilidades_domesticas,41.0,799.0,1.0,7000.0,26.0,47.0,27.0,13206.0,jundiai,sp,credit card,73.03,3.0,4.0,housewares,4.0,0,-14.0,73.03,2017,12,2017-12-02,5,1,0.1808333333333333,0
68cb8888858976265e5e4110f76574b3,9ef0e2824a0d3b6637b6f13b5485abd5,delivered,2018-04-17 15:19:13,2018-04-17 15:31:52,2018-04-18 21:40:34,2018-04-20 22:21:56,2018-05-04,1.0,cb2a50959c992d8d56a80c45b59e0441,86ff3eaef0267069cc891a2ed9d10a17,2018-04-23 15:31:06,22.49,13.61,e9104e145527a9759f3374bb2d3ed452,88735,gravatal,sc,esporte_lazer,51.0,236.0,2.0,400.0,38.0,26.0,26.0,88135.0,palhoca,sc,credit card,36.1,1.0,5.0,sports leisure,3.0,0,-14.0,36.1,2018,4,2018-04-17,1,0,0.2108333333333333,0
9ea90710803e4139de8c55d6d4f9accb,1f4ee0a526add149673b89204cc86155,delivered,2018-05-15 12:47:25,2018-05-16 12:54:16,2018-05-16 14:20:00,2018-05-19 12:48:31,2018-06-11,5.0,6703d5fc618113f23d9749a7a05d9e3b,14a08204d03bb6b6bde8029f801ae0eb,2018-05-28 12:54:16,60.0,23.0,5a15fc7bce04e1882484322d3a742591,35160,ipatinga,mg,eletronicos,50.0,897.0,2.0,1850.0,23.0,22.0,13.0,1026.0,sao paulo,sp,credit card,415.0,4.0,5.0,electronics,4.0,0,-23.0,83.0,2018,5,2018-05-15,1,0,24.114166666666662,0
7ae08d7647a19235b8c81f7769a1714a,b9551584eba90cdcc0fe7ffa718473e4,delivered,2018-01-02 19:27:33,2018-01-02 19:37:27,2018-01-05 01:04:05,2018-01-08 22:53:06,2018-02-01,1.0,a880fc1c1a8af0fbd7f9bf9b4e51870f,4830e40640734fc1c52cd21127c341d4,2018-01-08 19:37:27,45.0,16.11,98e0f427c57bfb3f1eebab526e100d7e,89610,herval d'oeste,sc,utilidades_domesticas,57.0,377.0,2.0,900.0,30.0,25.0,25.0,3573.0,sao paulo,sp,credit card,61.11,2.0,5.0,housewares,6.0,0,-24.0,61.11,2018,1,2018-01-02,1,0,0.165,0
2a0d4cb4d13b9552d7556878a2b38f97,f3114662f22c3eba559e52116032733c,delivered,2018-05-18 09:00:22,2018-05-22 08:34:03,2018-05-22 09:33:00,2018-06-06 00:42:38,2018-06-25,1.0,84304b9ce0da63381ada0ba1b05ca428,0ed6ce5d87fd9c69eaacaeb778d67235,2018-06-05 08:30:40,19.9,15.23,152b416b4df4eea5ecb8dd076de42529,91720,porto alegre,rs,eletronicos,43.0,288.0,1.0,200.0,21.0,7.0,16.0,13473.0,americana,sp,boleto,35.13,1.0,5.0,electronics,18.0,0,-19.0,35.129999999999995,2018,5,2018-05-18,4,0,95.56138888888889,0
